ProductName;SpendEUR;Quantity;UOM;VendorName;VendorCity;VendorCountry;CategoryL1;CategoryL2;CO2 per kg;C02eq_Kg (X);CO2 per EUR;CO2eq_kg (Y);Total CO2eq kg
BEEF SLICED TANEWBA.;31726,3821;2115,09214;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;27,28571429;4,355986986;138199,7075;138226,9933
MEAT / / SJNSSI;34124,5035;3788,085391;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;48,86813853;4,355986986;148645,8932;148694,7613
BEEF SLICED TANEWBA.;39707,03752;2647,135834;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;34,14933596;4,355986986;172963,3387;172997,488
BEEF SLICED TANEWBA.;42632,32085;2842,154723;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;36,6651742;4,355986986;185705,8348;185742,5
BEEF SLICED TANEWBA.;43251,97671;2883,465114;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;37,19809827;4,355986986;188405,0477;188442,2458
PROCESSED PORK ZMDZXA.;43385,95364;83439,12696;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;1076,4052;4,355986986;188988,6494;190065,0546
PROCESSED PORK ZMDZXA.;44889,79952;86331,29774;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;1113,715606;4,355986986;195539,3825;196653,0981
PROCESSED PORK ZMDZXA.;48423,83734;93127,89907;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;1201,395059;4,355986986;210933,6053;212135,0003
BEEF SLICED TANEWBA.;49118,68025;3274,578684;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;42,24365298;4,355986986;213960,332;214002,5756
BEEF SLICED TANEWBA.;65116,35066;4341,090044;KG;Tulip Food Company GmbH;Hamburg;DE;Raw Materials;Meat;0,012900485;56,00216673;4,355986986;283645,9761;283701,9782
PORK CUT QJLUMP.;1117,736667;1943,586327;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;25,07320613;4,355986986;4868,846375;4893,919581
PORK SLICED YAXSQJ.;1531,099927;2622,060862;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;33,82585666;4,355986986;6669,451356;6703,277213
BEEF SLICED IEGDVZ.;1602,37818;94,25754;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;1,215967975;4,355986986;6979,938499;6981,154467
BEEF SLICED IEGDVZ.;2209,01004;129,9417671;KG;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat;0,012900485;1,676311809;4,355986986;9622,418986;9624,095298
BEEF CUT KXKQRB.;2412,110009;219,2827281;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;2,828853531;4,355986986;10507,11981;10509,94866
BEEF SLICED IEGDVZ.;2769,141514;162,8906773;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;2,101368729;4,355986986;12062,3444;12064,44577
BEEF SLICED IEGDVZ.;2842,22736;167,1898447;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;2,156830073;4,355986986;12380,70539;12382,86222
MEAT / / IVDWQV;2867,413828;297,1385032;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;3,833230785;4,355986986;12490,41732;12494,25055
BEEF CUT QLHDIL.;2931,103193;209,3645138;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;2,700903756;4,355986986;12767,84736;12770,54827
BEEF CUT KXKQRB.;3336,458735;303,3144305;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;3,912903241;4,355986986;14533,57083;14537,48373
PORK SLICED YAXSQJ.;3351,1878;5739,023442;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;74,03618546;4,355986986;14597,73044;14671,76663
BEEF SLICED IEGDVZ.;3482,574417;204,8573186;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;2,642758753;4,355986986;15170,04884;15172,6916
PORK SLICED VMZKZY.;3895,487499;5779,009132;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;74,55202026;4,355986986;16968,69285;17043,24487
PORK SLICED VMZKZY.;4003,761873;5939,635651;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;76,62418025;4,355986986;17440,33461;17516,95879
BEEF CUT QLHDIL.;4033,180269;288,0843049;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;3,716427236;4,355986986;17568,48076;17572,19719
PORK SLICED YAXSQJ.;4275,6534;7322,202322;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;94,45996077;4,355986986;18624,69057;18719,15053
PORK SLICED VMZKZY.;4282,004285;6352,412085;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;81,94919642;4,355986986;18652,35494;18734,30414
PORK SLICED YAXSQJ.;4333,4325;7421,151002;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;95,73644672;4,355986986;18876,37558;18972,11202
PORK SLICED YAXSQJ.;4519,943435;7740,557342;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;99,85694339;4,355986986;19688,81478;19788,67172
BEEF CUT OPPHNT.;4653,073294;357,9287149;KG;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat;0,012900485;4,617453995;4,355986986;20268,72671;20273,34417
MEAT / / IVDWQV;4698,267941;486,8625136;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;6,280762523;4,355986986;20465,59401;20471,87477
BEEF CUT QLHDIL.;4863,593042;347,399503;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;4,481622056;4,355986986;21185,748;21190,22962
BEEF CUT QLHDIL.;4905,111465;350,3651046;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;4,519879755;4,355986986;21366,60171;21371,12159
BEEF CUT QLHDIL.;4962,7144;354,4796;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;4,57295874;4,355986986;21617,51934;21622,0923
BEEF CUT QLHDIL.;5108,937235;364,9240882;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;4,707697703;4,355986986;22254,46411;22259,17181
BEEF CUT KXKQRB.;5176,352866;470,5775333;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;6,07067838;4,355986986;22548,12572;22554,1964
MEAT / / KVXEKV;5258,495934;864,8144335;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;11,15652557;4,355986986;22905,93986;22917,09638
BEEF CUT QLHDIL.;5320,029837;380,0021312;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;4,90221177;4,355986986;23173,98074;23178,88295
BEEF SLICED IEGDVZ.;5463,013951;321,3537618;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;4,145619364;4,355986986;23796,81768;23800,96329
BEEF SLICED IEGDVZ.;5511,359207;324,1976004;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;4,182306261;4,355986986;24007,40898;24011,59129
BEEF CUT KISSING;5789,894788;482,4912323;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;6,224370875;4,355986986;25220,70635;25226,93072
BEEF CUT QLHDIL.;5873,416802;419,5297716;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;5,412137499;4,355986986;25584,52715;25589,93929
BEEF CUT QLHDIL.;6121,419593;437,2442566;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;5,640662947;4,355986986;26664,82408;26670,46475
PORK SLICED VMZKZY.;6141,952302;9111,670478;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;117,5449678;4,355986986;26754,2643;26871,80926
BEEF CUT KISSING;6719,774939;559,9812449;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;7,224029615;4,355986986;29271,25218;29278,47621
BEEF CUT QLHDIL.;7087,287883;506,2348488;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;6,530675041;4,355986986;30872,13379;30878,66446
PORK SLICED VMZKZY.;7130,386506;10578,02618;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;136,4616673;4,355986986;31059,87083;31196,33249
PORK SLICED YAXSQJ.;7153,05258;12249,84659;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;158,0289614;4,355986986;31158,60395;31316,63291
PORK SLICED YAXSQJ.;7222,3875;12368,585;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;159,5607445;4,355986986;31460,62596;31620,1867
BEEF SLICED IEGDVZ.;7492,266;440,7215294;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;5,685521452;4,355986986;32636,21319;32641,89871
BEEF CUT QLHDIL.;7575,406292;541,1004494;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;6,980458197;4,355986986;32998,37122;33005,35168
SLICED BEEF VGJAJI.;7611,654671;12386,62779;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;159,7935053;4,355986986;33156,26869;33316,0622
BEEF CUT QLHDIL.;8052,544695;575,1817639;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;7,420123682;4,355986986;35076,7799;35084,20002
BEEF CUT QLHDIL.;8054,485471;575,3203908;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;7,421912035;4,355986986;35085,23389;35092,6558
SLICED BEEF VGJAJI.;8117,626008;13210,00706;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;170,4154971;4,355986986;35360,27325;35530,68875
BEEF CUT QLHDIL.;8297,747097;592,6962212;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;7,646068674;4,355986986;36144,87837;36152,52444
BEEF SLICED IEGDVZ.;8365,55808;492,0916518;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;6,348220941;4,355986986;36440,26213;36446,61035
BEEF SLICED IEGDVZ.;8432,005618;496,0003305;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;6,398644792;4,355986986;36729,70674;36736,10538
BEEF SLICED IEGDVZ.;8447,409072;496,906416;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;6,410333735;4,355986986;36796,80398;36803,21432
BEEF SLICED IEGDVZ.;8460,943488;497,7025581;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;6,420604354;4,355986986;36855,75972;36862,18033
BEEF SLICED IEGDVZ.;8693,606544;511,3886202;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;6,597161192;4,355986986;37869,23697;37875,83413
BEEF SLICED IEGDVZ.;9214,27875;542,0163971;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;6,992274366;4,355986986;40137,27832;40144,2706
BEEF SLICED IEGDVZ.;9667,44;568,6729412;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;7,336156712;4,355986986;42111,24283;42118,57899
BEEF CUT QLHDIL.;9670,823827;690,7731305;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;8,911308365;4,355986986;42125,98274;42134,89404
BEEF SLICED IEGDVZ.;9702,48447;570,7343806;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;7,36275028;4,355986986;42263,89608;42271,25883
BEEF CUT OPPHNT.;9778,221521;752,1708862;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;9,703369188;4,355986986;42593,80569;42603,50906
PROCESSED PORK NIPXEY.;9862,564998;13269,19192;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;171,1790105;4,355986986;42961,20478;43132,38379
PORK SLICED VMZKZY.;9962,695102;14779,79482;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;190,6665205;4,355986986;43397,37021;43588,03673
BEEF CUT OPPHNT.;10103,34276;777,1802123;KG;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat;0,012900485;10,02600162;4,355986986;44010,02958;44020,05558
BEEF CUT OPPHNT.;10471,99765;805,5382808;KG;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat;0,012900485;10,39183446;4,355986986;45615,88548;45626,27732
BEEF SLICED IEGDVZ.;10487,23891;616,8964066;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;7,958262801;4,355986986;45682,27622;45690,23448
BEEF SLICED IEGDVZ.;10634,184;625,5402353;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;8,069772383;4,355986986;46322,36711;46330,43688
BEEF SLICED IEGDVZ.;10636,60086;625,6824035;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;8,071606422;4,355986986;46332,89492;46340,96653
BEEF CUT QLHDIL.;10681,88827;762,992019;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;9,842967048;4,355986986;46530,16627;46540,00924
BEEF CUTTER RYRSGC.;10729,31282;56,47006746;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;0,728491255;4,355986986;46736,74701;46737,4755
PORK SLICED YAXSQJ.;10846,58155;18575,14096;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;239,6283262;4,355986986;47247,56807;47487,19639
SLICED BEEF VGJAJI.;11078,49199;18028,29511;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;232,5737496;4,355986986;48257,76691;48490,34066
BEEF CUT QLHDIL.;11165,61999;797,5442851;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;10,28870804;4,355986986;48637,29537;48647,58408
BEEF SLICED IEGDVZ.;11344,74084;667,3376965;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;8,608979901;4,355986986;49417,54346;49426,15244
PORK SLICED YAXSQJ.;11549,86875;19779,54429;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;255,1657132;4,355986986;50311,07798;50566,24369
PORK SLICED YAXSQJ.;11703,7345;20043,04463;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;258,5649953;4,355986986;50981,31515;51239,88015
BEEF SLICED IEGDVZ.;11750,77332;691,22196;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;8,917098483;4,355986986;51186,21566;51195,13276
BEEF CUT QLHDIL.;11924,91529;851,7796639;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;10,98837072;4,355986986;51944,77583;51955,7642
BEEF CUTTER RYRSGC.;11938,98915;62,83678499;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;0,810624998;4,355986986;52006,08136;52006,89199
PORK SLICED YAXSQJ.;12055,60922;20645,64209;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;266,3387948;4,355986986;52514,07685;52780,41565
BEEF CUT QLHDIL.;12286,70604;877,6218597;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;11,32174758;4,355986986;53520,7316;53532,05334
BEEF SLICED IEGDVZ.;12487,79478;734,5761634;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;9,47638873;4,355986986;54396,67153;54406,14792
BEEF CUT QLHDIL.;12535,81657;895,4154696;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;11,55129378;4,355986986;54605,85386;54617,40515
BEEF SLICED IEGDVZ.;12971,28762;763,0169188;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;9,843288268;4,355986986;56502,76007;56512,60335
BEEF SLICED IEGDVZ.;13029,19559;766,4232698;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;9,887231847;4,355986986;56755,00641;56764,89364
BEEF CUTTER RYRSGC.;13342,10207;70,22158986;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;0,905892562;4,355986986;58118,023;58118,92889
BEEF SLICED IEGDVZ.;13343,24237;784,8966102;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;10,1255469;4,355986986;58122,99013;58133,11568
BEEF CUT QLHDIL.;13601,08981;971,5064147;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;12,53290387;4,355986986;59246,17019;59258,7031
PORK SLICED YAXSQJ.;13700,58019;23462,71101;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;302,68035;4,355986986;59679,54902;59982,22937
PORK SLICED YAXSQJ.;13825,32527;23676,34121;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;305,4362831;4,355986986;60222,93695;60528,37323
BEEF CUT QLHDIL.;13841,58649;988,6847494;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;12,75451272;4,355986986;60293,77062;60306,52513
BEEF CUT QLHDIL.;14075,05562;1005,361116;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;12,96964593;4,355986986;61310,7591;61323,72875
PORK SLICED YAXSQJ.;14102,02938;24150,20644;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;311,5493744;4,355986986;61428,25645;61739,80583
BEEF CUT QLHDIL.;14210,20097;1015,014355;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;13,09417739;4,355986986;61899,45047;61912,54465
BEEF CUT OPPHNT.;14277,71163;1098,28551;KG;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat;0,012900485;14,16841568;4,355986986;62193,52605;62207,69447
BEEF CUT QLHDIL.;14344,46011;1024,604294;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;13,21789226;4,355986986;62484,28158;62497,49947
BEEF SLICED IEGDVZ.;14443,88042;849,6400246;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;10,96076834;4,355986986;62917,35513;62928,3159
PORK SLICED VMZKZY.;14614,17017;21680,32188;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;279,6866658;4,355986986;63659,13505;63938,82172
BEEF CUT QLHDIL.;14686,08983;1049,006416;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;13,53269147;4,355986986;63972,41617;63985,94886
BEEF CUT QLHDIL.;14692,78063;1049,484331;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;13,5388568;4,355986986;64001,56121;64015,10007
BEEF CUT OPPHNT.;15471,73803;1190,133694;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;15,3533018;4,355986986;67394,68949;67410,04279
BEEF CUT OPPHNT.;15776,52883;1213,579141;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;15,65575942;4,355986986;68722,35426;68738,01002
BEEF CUT OPPHNT.;15861,33105;1220,102389;KG;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat;0,012900485;15,73991249;4,355986986;69091,75165;69107,49157
BEEF SLICED IEGDVZ.;15945,95891;937,9975828;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;12,10062369;4,355986986;69460,38948;69472,49011
BEEF SLICED IEGDVZ.;16249,03315;955,8254795;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;12,3306122;4,355986986;70780,57695;70792,90756
PORK SLICED YAXSQJ.;17094,40897;29274,75858;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;377,6585821;4,355986986;74463,023;74840,68158
BEEF SLICED IEGDVZ.;17401,392;1023,611294;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;13,20508208;4,355986986;75800,23709;75813,44217
BEEF SLICED IEGDVZ.;17606,98622;1035,705072;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;13,36109768;4,355986986;76695,80286;76709,16395
BEEF SLICED IEGDVZ.;18464,39148;1086,140675;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;14,01174142;4,355986986;80430,64898;80444,66073
BEEF SLICED IEGDVZ.;18646,0749;1096,827935;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;14,14961226;4,355986986;81222,05961;81236,20922
BEEF CUT QLHDIL.;18818,87887;1344,205633;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;17,34090452;4,355986986;81974,79143;81992,13233
BEEF SLICED IEGDVZ.;19225,03371;1130,884336;KG;GRANDITS GmbH.;KIRCHSCHLAG;AT;Raw Materials;Meat;0,012900485;14,58895634;4,355986986;83743,99666;83758,58562
BEEF CUT QLHDIL.;19421,05109;1387,217935;KG;OSI Food Solutions Austria GmbH & Co KG;Enns;AT;Raw Materials;Meat;0,012900485;17,89578407;4,355986986;84597,84578;84615,74157
BEEF CUT QLHDIL.;19426,58983;1387,613559;KG;Norbert Marcher GmbH Betriebstaette;Graz;AT;Raw Materials;Meat;0,012900485;17,90088782;4,355986986;84621,97248;84639,87337
