ProductId,ProductName,SpendEUR,Quantity,UOM,VendorId,VendorName,VendorCity,VendorCountry,CategoryL1,CategoryL2
3,SELF-ADHESIVE LABELS GHAIPL,145.312998,256.1268108,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
3,SELF-ADHESIVE LABELS GHAIPL,290.625997,512.2536233,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
3,SELF-ADHESIVE LABELS GHAIPL,726.564992,1280.634057,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
3,SELF-ADHESIVE LABELS GHAIPL,581.251993,1024.507245,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
3,SELF-ADHESIVE LABELS GHAIPL,435.938995,768.3804341,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
4,LETTERING EUUBEE,1222.55658,19731.02476,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,936.323095,15111.45944,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,650.08961,10491.89412,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,839.294795,13545.50509,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,286.233485,4619.56532,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,596.724045,9630.619226,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,553.06131,8925.93977,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,931.47168,15033.16172,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,931.47168,15033.16172,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,688.90093,11118.27585,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,698.60376,11274.87129,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,698.60376,11274.87129,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,805.33489,12997.42107,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,1057.60847,17068.90237,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,931.47168,15033.16172,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,931.47168,15033.16172,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,970.283,15659.54346,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,999.39149,16129.32976,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,834.44338,13467.20737,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
4,LETTERING EUUBEE,815.03772,13154.0165,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
5,PRESERVED VEGETABLES EJLZRO.,6891.44862,9471.473655,ST,46,Mamminger Konserven GmbH,Mamming,DE,Raw Materials,Fruit. Berry & Vegetable
5,PRESERVED VEGETABLES EJLZRO.,6460.733081,8879.506552,ST,46,Mamminger Konserven GmbH,Mamming,DE,Raw Materials,Fruit. Berry & Vegetable
6,PLASTIC BOTTLES KUXPVA.,425.020107,699.427651,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Raw Materials,Flour & Grain
6,PLASTIC BOTTLES KUXPVA.,425.020107,699.427651,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Raw Materials,Flour & Grain
6,PLASTIC BOTTLES KUXPVA.,425.020107,699.427651,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Raw Materials,Flour & Grain
6,PLASTIC BOTTLES KUXPVA.,283.346738,466.2851007,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Raw Materials,Flour & Grain
6,PLASTIC BOTTLES KUXPVA.,583.388872,960.0447171,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Raw Materials,Flour & Grain
6,PLASTIC BOTTLES KUXPVA.,583.388872,960.0447171,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Raw Materials,Flour & Grain
6,PLASTIC BOTTLES KUXPVA.,562.110598,925.0284603,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Raw Materials,Flour & Grain
6,PLASTIC BOTTLES KUXPVA.,526.643876,866.6632073,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Raw Materials,Flour & Grain
6,PLASTIC BOTTLES KUXPVA.,720.127511,1185.066507,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Raw Materials,Flour & Grain
7,LABEL DGGNUY.,498.308026,5746.986825,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
8,LABEL ZSTAXO.,706.32978,10373.02311,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,16392.08659,292.715832,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,16392.08659,292.715832,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,-644.630731,-11.51126305,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,16392.08659,292.715832,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,17130.83706,305.9078047,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,16392.08659,292.715832,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,16392.08659,292.715832,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,17495.32508,312.4165193,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,14181.92149,253.2485981,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,1933.901276,34.53395136,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,13537.28168,241.7371728,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,14181.92149,253.2485981,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,16392.08659,292.715832,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
9,BARREL UWLJRG.,15471.18295,276.2711242,ST,8,Ardagh Metal Beverage Manufactur Austria,Enzesfeld-Lindabrunn,AT,Packaging,Barrels
10,LABEL DZTFUH.,434.72451,6570.070257,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
11,PLASTIC BOTTLES GZYEEKY.,6314.087706,8299.918767,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,664.638658,873.6728294,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,1329.285498,1747.356414,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,5981.772468,7863.08773,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,1661.600736,2184.187451,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,664.638658,873.6728294,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,5317.125628,6989.404146,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,6314.087706,8299.918767,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,4652.48697,6115.731316,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,2032.092626,2671.202002,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,3048.14303,4006.808381,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,6434.974983,8458.826059,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,2032.092626,2671.202002,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,1983.426804,2607.23039,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,3725.512694,4897.21622,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,1983.426804,2607.23039,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,2975.136115,3910.840208,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,330.572498,434.5401914,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,991.709311,1303.609817,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,661.136813,869.0696261,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,330.572498,434.5401914,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,330.572498,434.5401914,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,634.103882,833.5346222,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,2536.407346,3334.127734,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,1557.95268,2047.941253,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,1663.989845,2187.327954,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,1557.95268,2047.941253,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,1663.989845,2187.327954,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,5324.759322,6999.438697,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,6785.527632,8919.630319,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
11,PLASTIC BOTTLES GZYEEKY.,3278.618408,4309.770108,ST,11,Greiner Packaging Wartberg,Wartberg an der Krems,AT,Packaging,Plastic
12,LABEL NDXDEH.,804.387375,9037.645243,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,1093.96683,12291.19753,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,1351.37079,15183.24401,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,1093.96683,12291.19753,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,1093.96683,12291.19753,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,1093.96683,12291.19753,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,1093.96683,12291.19753,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,1093.96683,12291.19753,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,914.076563,10270.05142,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,1362.095955,15303.74594,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
12,LABEL NDXDEH.,1093.96683,12291.19753,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
13,LABEL EKUIRV.,143.388849,2305.837402,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
13,LABEL EKUIRV.,128.974952,2074.047392,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
13,LABEL EKUIRV.,161.21869,2592.55924,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
13,LABEL EKUIRV.,128.974952,2074.047392,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
13,LABEL EKUIRV.,128.974952,2074.047392,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
13,LABEL EKUIRV.,135.391386,2177.230126,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
14,LABEL WNXPFU.,1249.523,17920.6913,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
14,LABEL WNXPFU.,590.6836,8471.599526,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
14,LABEL WNXPFU.,1274.51346,18279.10513,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
15,METAL // PCNMOF,2638.074394,4731.416697,ST,36,Crown Commercial Polska Sp.z.o.o.,Goleniow,PL,Packaging,Metal
16,LABEL KHWYNV.,182.568984,2128.384466,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
16,LABEL KHWYNV.,14.043768,163.721882,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
16,LABEL KHWYNV.,175.5471,2046.523525,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
16,LABEL KHWYNV.,365.137968,4256.768933,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
17,LABEL KFNNGQ.,499.06815,6877.738354,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
18,LABEL WAOFNA.,1766.50254,20657.18473,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
18,LABEL WAOFNA.,1224.775094,14322.31474,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
19,LABEL WSMBOO.,280.250802,3667.744118,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
19,LABEL WSMBOO.,280.250802,3667.744118,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
19,LABEL WSMBOO.,528.164973,6912.286991,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
19,LABEL WSMBOO.,829.973529,10862.16527,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
19,LABEL WSMBOO.,829.973529,10862.16527,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
19,LABEL WSMBOO.,291.029679,3808.811199,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
19,LABEL WSMBOO.,549.722727,7194.421154,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
20,LABEL OPRUZN.,500.619975,5652.18785,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
20,LABEL OPRUZN.,1521.884724,17182.65107,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
20,LABEL OPRUZN.,1021.264749,11530.46321,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
20,LABEL OPRUZN.,540.669573,6104.362878,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
20,LABEL OPRUZN.,920.209368,10389.50995,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
20,LABEL OPRUZN.,1521.884724,17182.65107,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
20,LABEL OPRUZN.,2689.842768,30369.33677,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
21,SELF-ADHESIVE LABELS XXDOPT,943.568771,1704.176308,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
21,SELF-ADHESIVE LABELS XXDOPT,2075.851295,3749.187876,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
21,SELF-ADHESIVE LABELS XXDOPT,188.713754,340.8352613,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
21,SELF-ADHESIVE LABELS XXDOPT,1698.423787,3067.517353,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
21,SELF-ADHESIVE LABELS XXDOPT,1698.423787,3067.517353,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
21,SELF-ADHESIVE LABELS XXDOPT,1320.996279,2385.846831,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
21,SELF-ADHESIVE LABELS XXDOPT,188.713754,340.8352613,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
